Plaintext,Ciphertext,Algorithm
M6TGBcLVN4u0ua3sMSZQnj0AX3BsniiVoLq5ygigkTJLT74IZPeQ36gvNsJ7voqbaSelRCBVS64ki6m0LHT6t8Ftl047OkvzTDVGSFe2GXGHj69inCHPIPEdvQI2se,p6wjefoyq4x0xd3vpvctqm0da3evqllyrot5bjljnwmow74lcsht36jyqvm7yrtedvhoufeyv64nl6p0okw6w8iwo047rnycwgyjvih2jajkm69lqfkslshgytl2vh,Compressocrat
BRCNrKXYym4RIpa2N26CjmzZhd1IdK4jAfyziagAuw5uUCRGA8rvFQ7H8zuuWWw4Fwg9lqEBraadyHCvHYZAZH2isRdweAywqugjl5q3tqeXGLNE7sajZ21mmHA6IBbGXo1u0E3cUeCb9p,eufqunabbp4ulsd2q26fmpcckg1lgn4mdibcldjdxz5xxfujd8uyit7k8cxxzzz4izj9otheuddgbkfykbcdck2lvugzhdbztxjmo5t3wthajoqh7vdmc21ppkd6leejar1x0h3fxhfe9s,Compressocrat
INVIobMX3rVenrQLaLXBOe0MEMF32605K4Fi1rvjJrhnxyNrHatu6cDnwWXyWSFtGaKuFOO9oKqRb4vL1OWJciQBakTNqrjP3Z2cZofw6HMWivHrN,lqylrepa3uyhqutodoaerh0phpi32605n4il1uymmukqabqukdwx6fgqzzabzviwjdnxirr9rntue4yo1rzmfltednwqtums3c2fcriz6kpzlykuq,Compressocrat
EsIBDxNx98hQteG5BVr6RHUkmaGHWUi1MuYPH3zSGZ8rgKAkpPXok5BbVPxUJyTNWrkDA1Es7Hng2CmSayzl1LnQ9P6RfxfZH75ZWfDIGjsXj4y0x0vKtANJL1b7A7jpiDUjoPEhCNG,hvlegaqa98ktwhj5eyu6ukxnpdjkzxl1pxbsk3cvjc8ujndnssarn5eeysaxmbwqzungd1hv7kqj2fpvdbco1oqt9s6uiaick75czigljmvam4b0a0ynwdqmo1e7d7mslgxmrshkfqj,Compressocrat
3ZTIOOCdQ4JrZDCLuTqeOYCAFuumLHe043IINRc1CVnDGewLeuFMdJLtxGMWTOykz0JnGqJGCAnHb3j9bREzfjpLzRglh7OYQMbO2vVfJ4ZIgj7KPYIHPy2PYWgGXi0,3cwlrrfgt4mucgfoxwthrbfdixxpokh043llquf1fyqgjhzohxipgmowajpzwrbnc0mqjtmjfdqke3m9euhcimsocujok7rbtper2yyim4cljm7nsblksb2sbzjjal0,Compressocrat
ioEXjLJjyJM5oor5TGQ72BQtM5D6cpTucAFuDGNA3HYU3omvwSCaZFCpVgXk1ZQ54nguvvOcR2XuCR5cwiPfHENMR4VoHrT0rqctxGIngetet4E8dP6SgWj7oPYu2dmzIChuOWz07XIMeVcLOC4,lrhamommbmp5rru5wjt72etwp5g6fswxfdixgjqd3kbx3rpyzvfdcifsyjan1ct54qjxyyrfu2axfu5fzlsikhqpu4yrkuw0utfwajlqjhwhw4h8gs6vjzm7rsbx2gpclfkxrzc07alphyforf4,Compressocrat
Zsb6Wo0XBU2B9t0beBn8iNuEnWFGQn3hwL8FxCT6kM6TQjQCogGz9JXVnTciK1fvJx6TQtPk0ooltfy2VxeJwOVqIpLBZyb8D6ntsYy2ETqylUhwVOKwIsPf6OFrV777NhBeCava8k5keGQgzK,cve6zr0aex2e9w0eheq8lqxhqzijtq3kzo8iafw6np6wtmtfrjjc9mayqwfln1iyma6wtwsn0rrowib2yahmzrytlsoecbe8g6qwvbb2hwtboxkzyrnzlvsi6riuy777qkehfdyd8n5nhjtjcn,Compressocrat
nSFZCsbViLZU3iIzsQOpmX7bZjB92Ow7VbKUPLyT0lhJ5mAyCDhMVyAAB8eaiuVz6prlZ86ciY21iiRSorNLIce5nUCBJo5AFwNVbgE3CNeujOtr0zhrsbNknpX2weDt2z6xB4ti3Zy0dhJyp,Zj0A6cbr6 nzwmi1CNniUBlBcegsx V7LVlNw0tJi2JeYn3N4 ibyyZLNz2yCpKD6S5Ow0IO5a2UCkt smUhpoAtedLZTA8IVhzpSs7AuiBep3ZObCzRoj2ybXPMrrFrDhFQVyViJuXZ39h8i5EbB ,Complete Columnar Transposition
RCy24qZftMcbn729Y60JualVZvveUUn17Y9rXs7Rq4JzEjlI6IoKatEWp9oeq7xryUVSfxREsL1mjwfhqSYLDHHDL0unei3SasaLuspCFPBBgGmdSHZxGddgUSIE9pftnLfuf8eqoBEIA,ufb24tciwpfeq729b60mxdoycyyhxxq17b9uav7ut4mchmol6lrndwhzs9rht7aubxyviauhvo1pmziktvbogkkgo0xqhl3vdvdoxvsfiseejjpgvkcajggjxvlh9siwqoixi8htrehld,Compressocrat
HuBtivWD1dAPJP1aj3B0LQmp7ZUex8qlTVmazcdlmdl9GB3vPS8v6SbRu61iksVggsYjbzAEcguequVLKjbg3zB5pn2VHjii2irccuo3LilQldxyiPbg9QVNWc2ehWnqItnoKgmoPlxlHy9hYnkpUM,kxewlyzg1gdsms1dm3e0otps7cxha8towypdcfgopgo9je3ysv8y6veux61lnvyjjvbmecdhfjxhtxyonmej3ce5sq2ykmll2luffxr3olotogablsej9tyqzf2hkzqtlwqrnjprsoaokb9kbqnsxp,Compressocrat
YalqLGBBmrlVdUZL8wpBWDOQEO530prQKJOOxlNE1owz1XfvSly9zx0vK2erFW5y9kxYp3OGdN6AAtgrEYxopz2LSxks4CX8r7WzBUuQovnJLSSS7AiWO4XKJ4vVpjsm46TWyF7Lj,bdotojeepuoygxco8zsezgrthr530sutnmrraoqh1rzc1aiyvob9ca0yn2huiz5b9nabs3rjgq6ddwjuhbarsc2ovanv4fa8u7zcexxtryqmovvv7dlzr4anm4yysmvp46wzbi7om,Compressocrat
n8QsAJvGVBpQKbAYgzUIjsKELOpNMW4WIYQeAgw3oR8Gfgz5YGPmSDfbpbFZnEiydESkX1Xa8grINB0E9J5TbJ5iyUrKnhihszYmLXtYXCzluPr1jVL1Oky1SswWzn6,q8tvdmyjyestnedbjcxlmvnhorsqpz4zlbthdjz3ru8jijc5bjspvgieseicqhlbghvna1ad8julqe0h9m5wem5lbxunqklkvcbpoawbafcoxsu1myo1rnb1vvzzcq6,Compressocrat
qG2QfQhlPAS6yTsKDfNACRbAR4JonvoMhcg9ygkwYXKbhzXTpKMrULcWWfmoorrnE6QA1EQZn9RrIYgsc0KIZSqfUd9e3BFMnceq6IfgzasLPTLQQfXbd2tP57k56cjHJ14A2A7hz6IcV9e4NM,tj2titkosdv6bwvngiqdfuedu4mrqyrpkfj9bjnzbanekcawsnpuxofzziprruuqh6td1htcq9uulbjvf0nlcvtixg9h3eipqfht6lijcdvoswottiaeg2ws57n56fmkm14d2d7kc6lfy9h4qp,Compressocrat
q4jdnumeBdSEKQgF187Lgn6IydfuYEg2S4fYFhn4iYTgLRt720bit5DQ3ak7HJZPfsfhi1ID2Otui6F7SeX7MnBE2GxFys3BmMepJY9fc6OFtNhQyhYKskpPjhws4deTpf6vnvdAMQB9QlyeA,4Qdh0JOnMNhv n1Yitfi2Jy4M qKyF2H2MmtjnAeL2gQh7FfKT9 dFu4iPuEpQsA BgSL3iSycspQ m7gTDfFx9YeB dn4Ra1es6kfl S6ftkIX3Op6y jgfnbZtBehwd EIY77D7BFPve u8EY5s6GYhdQ ,Complete Columnar Transposition
xsFUZe7TDLIMTNrHH66wByMsGK8ModbxgLOSUvBCw8Q6znxxXGs4j2lCOUfDjyziWPxzxbqy3aEbQcfs2P6rh1oa0yGP99A3lqcYSGCXZg4aa9O0AAIMdRrZWgFiIjaEAkmGUhhw3YQkiojJjllJjs,xDHGgwXOW320lZAWA3jeNydvn2ybc19G9Rjhos7rMbBxlzqfoACOrahj THsxCxCiysa3X0ZEwJ sL6KL8GUPaPyqgAgkYlFI68OQsfxE6Gc4IFmQlUMwMS64DzbrPYaMiGkJZTBoUzjjxQh9SadIUij,Complete Columnar Transposition
rfcUWJrCMZhox4YgTh7pwQb028Xumu9X8C7jkXPHLi70aY7BshOS7Qx9FJcMWDHpbi7Ib2eb5tgNs63T8vpteNv3WiYWGW6g7PqsEJAZDsU4Oi,Cg0XHB9pbT3gZ Uopuj0SMINtWs4rYb9P7xHe3v6A fZh8CihJitviPsWxwmka7WbseGEOJ4QuXYQD26NWJirMT28LsFb58W7Dch7X77Oc7gpYqU,Complete Columnar Transposition
F6JPT9bRoDJLXhQjgo0QNU5TCq765p0UzMKau0vJu9w6FYxLKtSXbIWrlK5Va1AM9BKOdStw5jHMZIBayeUdyvADpoCWrxC5cfzujCAf7oAQJetL5JdiwoObGrmEUzNNkON2,6jp6KwvuJNDT0XBaxQr PoUYVjDCiOo5uS9BrAG LqJIOe5eE FQ5wltyz5NbNKKAZC7O 9QML1Mofo2Jg0F55AjdkJCvbKyCJm RUatMIWob X7uWdUctU h69rSdfLz T0zxaHpAwN,Complete Columnar Transposition
5qlntGaXcrfDTithUvvp83zMguIvuDs29L7byl1FKZyakrkxCdpWnoQjNYvRMswl7o2fuOI6ZiHyocrb61iMBzl54SNMfCkgFs8kMi1ibtfADI7Xl5hwRpL,lTz9ynwZif1lttg7kQ7HBkbhGhubrjoyzgtwqD32ZWs61MiXcvu1Cvur48DL5f8sKpMI6NM7XvvlxYfc5sApniMLaoliMCi5rpDFdRObSkI aUIykN2olFfR,Complete Columnar Transposition
h1oLkGctIX80waljcAgQLdgKpPpnxNoFMFfMdadPblTLPvBgyjl1vyTTRrSFeGVxwMtaUCLNZ5joasYXwUZniVof9yPODD6YIXesvysCUs1pCaYVhNs8WwmRNS6,k1ronjfwla80zdomfdjtogjnsssqaqripiipgdgseowosyejbmo1ybwwuuvihjyazpwdxfoqc5mrdvbazxcqlyri9bsrgg6blahvybvfxv1sfdbykqv8zzpuqv6,Compressocrat
QEP5WAeibYKkJf0SPuEJdAQeZUNdjipeRhzEOJR7CbyO0EOBnvpijmRFhIwLje3iy0OHUsPGxAo6Fffs2jMtmbcb8VpD1vX6pKWIK6Sj3pSSenjqBwMQOG2yy,ths5zdhlebnnmi0vsxhmgdthcxqgmlshukchrmu7febr0hreqyslmpuiklzomh3lb0rkxvsjadr6iiiv2mpwpefe8ysg1ya6snzln6vm3svvhqmtezptrj2bb,Compressocrat
Ke4v5n6HicggXrQ3b0yZwkSBzslBC3Y4o34xeZjFlru8wo9Z6pF81xRzu7WyNEAqHCGsLBkkr0ZKsTx1hbtAOiua9ALiKAuyI7v2hj0Rd3AXiWC4ATFlM8oVuSbNCLXnqR4,iwowuLhKdMqHZ48zs1iRln6yYuRGxL0FXKXze6NrOIiuck3o7BbA38Rn03rxCTAjTLv3BF8qKa24N5bCl1Hs9hACgS49WktuAo4gBxZykAyXV ersZpE0i7WS4QljFAZuvCb,Complete Columnar Transposition
5FDJ2S72SQUSas6wFUKD24ixh3HsSPdDbnoPNHifsCJR1888jXpmCPU4jSd7KSTrueT7zFzXUCazmAOoQi23YZHBmahei4Y0jb081d54URHsG6riy0qX93InnWnB2CRK,5igm2v72vtxvdv6zixng24lak3kvvsggeqrsqklivfmu1888maspfsx4mvg7nvwuxhw7cicaxfdcpdrrtl23bckepdkhl4b0me081g54xukvj6ulb0ta93lqqzqe2fun,Compressocrat
RqM6s5B46MibJx6ArKT1dh3mjqNxW3f6K7nxd0P43aeg5vszhEwY5HTS5TPdI4dn8HUGKOWUVcsqOedsdrpewzy5GveRn1vmHOPgrGPnEtDuwGdmcNOag7zH7uysChF10CJqcf97Mcj4DY6Qgz5MHS,61fa5nszHuzCD 5rxPEIUp1EaFcHihKgTHO5PG7q6 66qdzPOdRPNC75sAN0hdWrnnOhMMMxjxsTKseGcs9zRb375SUeGgducQMd6eH8qyOwHJY BKW4w4Vevtg1jSqJmnv5Gdvrmyfg4T33YdcwmD704 ,Complete Columnar Transposition
KKE01yCwLVTHmQmkAeE3cUu3bvInxmqwPIeLwBuCTjIxpx8ppLPLXWGkskyzQjgD5XSEvJceRvI0r7BBJFM3na03XmajYGvnk50DlEWyBLJZPoqueOx,KLAbPTps5RJXkBe0H3nLxLzE03jDZ yQUmBxWjJ7aGEo Cmuqu8GgcB0vWq 1mcxwpXQvrnYlP KVevIjLkXvFm5LOwk3wCpkDeB3nyu ETEIeIPySIMa0Jx,Complete Columnar Transposition
aZID0m86aI6K7Ei4U1aODW1oJ3T2k8EYEED6V8Whh4WGsiuiSUEPG6ymaXMdaC6fjed0jT2rjmsRsFn4R9dwVQE20SQCEgWN17YT5B7hRLLOEgyxTNBwXzzXDAscM,8DDS6sQRzK3h609Ngc6W6UfFCLXZ48GXrQTNIUEsMjE5BmOEiCRShzIo8Pe4gOAE24mTw7x aikWa2VYT6JWGdRWEs0aEuas07X7Thyjd1yMD1Yidm2Bwa1VEjnELD,Complete Columnar Transposition
RTxmXDNm9Sli1fLeWqpNTaDbxSsEQpAdWhvFYOLhf68vcVSgcezT16jAabGcizwJKTnQq2D6vMD3J62nousGGTnwF5fMlgsKzEKf0qyp5TG7AOy2sR1pZjb4nf88FSi0QABxjX,uwapagqp9vol1iohztsqwdgeavvhtsdgzkyibroki68yfyvjfhcw16mddejflczmnwqtt2g6ypg3m62qrxvjjwqzi5ipojvnchni0tbs5wj7drb2vu1scme4qi88ivl0tdeama,Compressocrat
cZcS4VRQjbIzQdftQVyYbufLbJXvrn0jF4hz9PmUd4PSUmpu5A2P6nyMTW15mZaf6ddUcLdH0MLpeJCHhUaZ8t20I9clHP8ovS8revI48MWlNR,Rff0mpyadC28I VdunPmnZLJtPvR4Qbr9U6mce8HeNQtLjUuMfHH0o4 ZbVJ44AWdMU9SMcIyXhP21dLac8WcjQbFd5T60hIv8SzYvzSP5UpZlrl,Complete Columnar Transposition
XAzkI6PbGYZfiiROBHew23WKtXD5SqXD2a3w6Toe13fcwRJ8nRXVpa3NBF7mMCNGsigJLhVtiQBMoEAU3wPbWUgzZFBES3gGFEz35iQHIZ9nA7pBIH5QQwbfUPz4X,adcnl6sejbcillurekhz23znwag5vtag2d3z6wrh13ifzum8quaysd3qei7ppfqjvljmokywlteprhdx3zsezxjcciehv3jjihc35ltklc9qd7selk5ttzeixsc4a,Compressocrat
1SGaKSSmCPzf8z0uklJ6PMR5TI9MaDsLLpZuKIgiuvNEEDjBuM1FysbJ1m6Jx9VIbub7e6T87shXCg58XyvEJLmKe90iL983w3zwZfIICfPh1tHBcd3PxXcaTMlqrMTOlH8CJ14FwODdOo,1vjdnvvpfsci8c0xnom6spu5wl9pdgvooscxnljlxyqhhgmexp1ibvem1p6ma9ylexe7h6w87vkafj58abyhmopnh90lo983z3czcillfisk1wkefg3saafdwpotupwrok8fm14izrggrr,Compressocrat
aePGz1OcFrkKWbzQPMwjlko2mAMn0hOJbyk4caY8FOmb8iZqYl5yPTBiqSZKCxpE8YVOsbSZuF4YSfZPWrtz8Q9Mx5ARX6FqdUyI5FYnxPtq8xoqvUeryPB5JIQ0Aw73GmQV3rGmYsJV2oQ87wPJ8B,eKkJOyxZrRFqIVo 1QA4iiYYQqPrwmw aklOF5CSWA5oJQ2 zzmk8B848FxeAG7 PWobmPputXYvQ3Q rjh8lKbP5Ix5mVB Fw0YYZsZxy8BGJ8 Gb2ybTEFz6nU0r8 cMnaqSOfMUqP3sJ OPMcZqVS9dty7YP ,Complete Columnar Transposition
ExHEa7G5MspkX4PAXZNJnQ1Pqtp3UBMSv3IcwbWUYtuZdxUcMlIrzDkU0adDmrl6WMWmKcSDCo6VF6j2LurOY7wQORapJ7beAivJwhwcRiSSOatvbQl9Jgtnvo4ei6DMqXRRRRo0oWF,hakhd7j5pvsna4sdacqmqt1stws3xepvy3lfzezxbwxcgaxfpolucgnx0dggpuo6zpzpnfvgfr6yi6m2oxurb7ztrudsm7ehdlymzkzfulvvrdwyeto9mjwqyr4hl6gptauuuur0rzi,Compressocrat
l4D0qjJB1Ry5lZQwhSdHxFoHmJTRwwsv9fqOWBcZM06OfLougfEQ57tw1wuWRoSDSc7WAiElI2gADmpCqyg1i2fQu1Ex9BUUW3VkWBq4glWBbGqHhGYPCzkaLN7dBKofM1Bp,BwHvZuwDlCQU4Haf jZFwBL7oim2BBGzK 4RSJf0fwc2y13lGN1l1hm9Mg1SIquWghLMDydTq6Eu7ggEVWY7BJQoscotSEpfUqqko qlxwWf5RADi9WbCB 05HROOQWWA1xkBPdp,Complete Columnar Transposition
vcTvUN0LIj60i6RTUACoRZg8l8WnrYo0XH6JH9ctGw27fQsPjdjxM0pztxc2RjJlYUpgpqiExXxCyDlMNehTvsLbVsOqm5fH2TmPtpB4Nxo6Yf4cRP2kQLEEhRPgubAjR,c6or9szYXhqtfEjNR8Xwj2pDLHNPP U6g0Gdcgysf4RR 0TlH2xRqlb2x2g vjCnHQplxeOPYLAIAWJf0JENsm6Qb viZotjxpCv5Bch T0RYcPtUxTmp4ERLU867MjiMVToku ,Complete Columnar Transposition
jRNfVdUGFo0NjkgLJpzK5eYuCnRDBXEhXbwiKGRCFaCPsw2MVN1Ufx3mdqrudaZlaiXPyVZHpJFJNc4nV8tOw4dkMuGzCWzdpPXdraMXUYnrARSDRwtOeITUjpYBIGgce4p1JQiCl,fjeECVqXJwWMDj4 ULCbCUdV4kpYtBJ VkYhFNrPN4zXRpp NN5XRMdiFOCaSUe GJnwPfaZnMPnOIQ R0KBG2maJtzrRTclFpRisxZHVuXreGi dguXa1uycddUwY1 jozDKw3lp8GdAIgC,Complete Columnar Transposition
tkjagpIQJkxYplcXJVmRUe4WRyHhUXOAoA1apIKRQRfP8SEpVyMaDVGLTtPFBElccbwifqSTgXd9E6aDhBprJx3YbYPQI1MuglnDaHxfWh4XLWfNqZPtxq7xAMEjNzwvy0hMlDBFfpCCURZh,lhRLqrlNzC Qeayc6QhxD J4pMcaI4AB gmoEBdbxxh xRKDwhMLEf kXXPtTxDZvRtcUfTSJnqwUYyRViBuWjp pRApE9YfqM kWIabD1XMF aVASFXYHt0hIU1VlEPW7l jJO8Pg3aPyZpHQGfpgfNC ,Complete Columnar Transposition
xFnDgmI22HEVs0ckUinRP7TW9sQy9ettYz4ylFBnUnas8RheZDAXgRtlOQgxlsGohMzIVAn47AqEb1qyuyIKyLG5E7bnyJJX9oabrIoFRM6PozUoS1fWwKlV8jX9T8MhQPkE7,aiqgjpl22khyv0fnxlqus7wz9vtb9hwwbc4boieqxqdv8ukhcgdajuwortjaovjrkpclydq47dthe1tbxblnboj5h7eqbmma9rdeulriup6srcxrv1izznoy8ma9w8pktsnh7,Compressocrat
yV7RjLgfICkiGkrEhHmbfIhCSLX8zPd20EvRCHNUY1UHPq1KE5sLNCNMduk73igFhhrI2AYvAwHVgJNIQg859aBeFnOZR293TuA3pgAm1gkMD9x1w,fhHNI8uwrPP7Hn1 LfRshQ3xyEdq3VOgICNC25A RmEEFN2DkLYMYap CSUNA93 jbv5hI99G8UuAeA Vh21igZkgICLrgT1iX1dvBg 7H0KgJRMkzHkwFm ,Complete Columnar Transposition
H8kSdhWnP0aFeBFwmYRSkhyoZSmA6hZ1peEN3HvrLcW2ctSM1dpERkMwVsxHXvGovSA5903pRM6LJW1hjE2rUnMOjj6uX95vgCZre1MSVluJ44eOV1581q1F3A5l57g0TlTmzZc,H0RA3tMoRE6r4qg SehZr1sALU9MO3l nmSE2Rv3hjCu85Z kFkhvMVS6rX1eFT hFopcpH9WMvV15m dBy1Ldx5Jn5SVAT 8aS6HSwvM2ue410 WwZeWEX01Ogl5lz PYmNckGpjjZJ17c ,Complete Columnar Transposition
UXJquoguynXdMpa5XZEMzHQVvX9NcPLBSQtx4YLIDiOr6UcJVNM3lSgDEOX5mvP8W7fAzGee4nn9NEm7BCbESihEQoTsaT6ltiPkPkV28rgSNH4Y1UoZZdAR6pl,nzBOSW9hiNR qaX4JXGBsVU XMVtUEAmoPYlJpvxcOz7Tk1 XHSrg7NEPH6 yMLil8nitSA uEPD3PnSlgd UdQQ6DfEQk4pu59YV5eCa2o oXNLNmebT8Z gZcIMv4E6rZ ,Complete Columnar Transposition
WJ32rjQQbkSrpZ1WxaSMtCAwS58fhQVGBQevAraNZKsgtFwmNINTe5mDcut1Oit1ufRONdG60ly3eQ50XebPmuyuNrlVKLlcO9lpEyTyBLQ7BMlXkKwooIyfKqf1eO0I,zm32umttenvusc1zadvpwfdzv58iktyjethydudqcnvjwizpqlqwh5pgfxw1rlw1xiurqgj60ob3ht50ahespxbxquoynoofr9oshbwbeot7epoannzrrlbinti1hr0l,Compressocrat
GVmrAmmZtRHIMo8pqnExg89VHyB5NqUcGBXZxZslspUJly8N8iJvvbCrnv01bK3wkW2JO57HZNxMr46E1O3apKBZ5M39BsunuMg13EzvcqDhZJHmacWLZLvri,jypudppcwuklpr8stqhaj89ykbe5qtxfjeacacvovsxmob8q8lmyyefuqy01en3znz2mr57kcqapu46h1r3dsnec5p39evxqxpj13hcyftgkcmkpdfzocoyul,Compressocrat
DS22Pb3332BLdf2qNC6ffb9WnZHqY88T78CgvzE1wABUuaPveIUGB8bRgyFQsqK4URlnsSn9xN4OBKHub47ruW6bPvYAA2TKY8oFvtci0TV5q5lYJBeE,gv22se3332eogi2tqf6iie9zqcktb88w78fjych1zdexxdsyhlxje8eujbitvtn4xuoqvvq9aq4renkxe47uxz6esybdd2wnb8riywfl0wy5t5obmehh,Compressocrat
BVlWy31tGYeOAWWpHPsKpWVA3J3dQymuGwobU1fbXf2WjCJKyMvf9ZNPnaWsP6G3xj635TFDwHyWEd5nyuAjd8mVBnqtRsnOMqzGXMyVVTpogIeR9jmoxCRAfET1V5dC4o1h4Ctr3wDD4,eyozb31wjbhrdzzsksvnszyd3m3gtbpxjzrex1ieai2zmfmnbpyi9cqsqdzvs6j3am635wigzkbzhg5qbxdmg8pyeqtwuvqrptcjapbyywsrjlhu9mprafudihw1y5gf4r1k4fwu3zgg4,Compressocrat
YF9X2xNrRsPp8s1GTviLw2mCVDYq403b9WYpEyDAJEsbq3jb93EADwftMCwmtfeuWEXnPXndNLdYcPTcK2rVcYAxzwUGjpVsUqvpH9ZvPQBxpv9l6m3Ri8ABcOR66Q,FsvDWE3CEL2wqQmON1m3DjfenTAVZ9A xs20y3wfXPYp9v8Q28w4EqDtPccjHpi6rGCbAbtudcxsvlB XpLqpbAmnYVGpxR69PiYYsEwXdrUvB3RYRTV9J9MWNKzUP6c,Complete Columnar Transposition
LWQx0AefMSWMGKLVz1uffJgR4uGnV9CY7rzBetUtECB7fGPWPAGFQarUDULAzQP2Y1yJ4jTNbVxTixzvMLxbHPNerTkSoSoaUlKTlFB6s2bur1ERpNIBl6jeqdwen4fIy,AfrWQTT66 SRtF1vSud WV97UNPTNIQzCfLbNlIyKnCUjblR4 efzPPiksj W4UQyMorw MgeGYzobq x1YGAVeFB MutaJLa1e GGEr4xUEn fJBA2xS2e 0u7PzxrBl LLVBDTHKpf,Complete Columnar Transposition
Dt3t0iamuMqsgb75V3Rk6UoYGEPo1wfI6VRSW3AAt733FEtgnfn6xeGRmajwGxmr58AXuI0fwn8N7HXIxOkShFJMuv4NZNdZKHtT4RYe6kJyvxZH143hyDwWNlnIn8,tqk13tR5nkN4xw u3PSFemfxvtyy8 3s6wAgm88SZRZW i7Y67nwuHJZ64n DMRoWEGrwO4TvD a5GV36GIXMKk3I mVER3xx0IuHJhn 0boItfjX7Fde1l tgUfAnaANhNYHN ,Complete Columnar Transposition
e0q3ymqiTM0lt6kgSM4xKDV1pW2d1LV7gleGujE5msffsUzfmpfv4Pwxm2d8euocmdZtsaCCIfQTg5dN4VAxNJtQXuuDAV1TBpVZtu4thYJVlMLgjA8N25MrvjdAtRf7N6UZgbAg6SVyPySN,qlKLEfmdQxAuLrNS 3tDV5m2ZTNV4gv6V iSWef4uCNXpJNtbS 00x1jzxmfADtMM76 y6V7mpdtgJ1tjjUy mk1gsf8s5tThAdZP qgplfveadQBY8Agy TM2GsPoC4uVV2RAN eM4duUwcIVuZl5fg ,Complete Columnar Transposition
zIjA0G7ijRfOZFw7OzkPYy1NKXy9jbHmOrFKZ7TfVaawKoiQZOO778OwFiWiJODdTmkjbc9PQD62rJvNFViqZmJD8hjNwfsvl5TZcvRG47ZPbT7j6O8Hz,clmd0j7lmuirciz7rcnsbb1qnab9mekpruinc7wiyddznrltcrr778rzilzlmrggwpnmef9stg62umyqiyltcpmg8kmqzivyo5wcfyuj47csew7m6r8kc,Compressocrat
AYw2t4EqC9ZzSM9vcTLbq3fOGULGvBz9Sqncg5yvO1wBZioGJFHG7GCU4ywBS6NN1penyQ9dAPi47i1Lb4fgZU3mJya7rE1LrQWC54fWKNanGb,dbz2w4htf9ccvp9yfwoet3irjxojyec9vtqfj5byr1zeclrjmikj7jfx4bzev6qq1shqbt9gdsl47l1oe4ijcx3pmbd7uh1outzf54iznqdqje,Compressocrat
LTWhqDZKUd9xotCiJpLw4f9VAEnOd0KvUoiQUzFaZJq3GWHz0OHVXA1ZvySQjL5kxXQ8QIQl34kH5kTI5aWWhHnjpxncB5GGvBIUtR81BF6AOFGbN8,onZ1QWvG LCdqvQhINTi03ylHU89AFXQ5GO Z4i055nB WJKGS3nt dVzVXI5A xEaA8aGF tOJZIWBb KfQOkkcF hpvWQ4jR U9UHxTB6 DwozLHx1 qLUHjkp8 ,Complete Columnar Transposition
wOmf8Eu5wRYTvMOk7GSNFrITD9rf9ReTOsHyR47kBCuWh1VPhYNNFBqvorNAwYueXwXPBt4hNzCHMBp7Ua6ZdK9nwVG0ld1hzYm1cfWVuKEPOjl7rjiHrWIYVntX,fMTsWBezZdVjXEk9y1vwHKhKH OTrTCNYha0f7nmvIOuFuN6lWrtRNRkYAt7V1jY wYFeBNw4UGclV8ODHhqXCd1ui wS97hNBpwmOI u7rRVoXM9zEr 5Gf4PrPBnYPW ,Complete Columnar Transposition
3GcraYnm6tJae12v3oCVpxY4HzzVFg7wuqrA4bwpLj5zcN4BF2r7V0zOSiFidOvVnz7S2YtNKegMSjTH0wACVO7RjZGxVckf448wuU42YP1QnJp3bRFDv3uJif6kylAqn8MxzEPGrsVzaCJNX1b1E1,3jfudbqp6wmdh12y3rfysab4kccyij7zxtud4ezsom5cfq4ei2u7y0crvlilgryyqc7v2bwqnhjpvmwk0zdfyr7umcjayfni448zxx42bs1tqms3euigy3xmli6nbodtq8pachsjuvycdfmqa1e1h1,Compressocrat
gYtMXkvnRgB6rNIlHWRWpHXPvQKErCCBwyXuL5cEbxutUNqPYTnO1toXBIEQFgv3AZKl8jUa1LrXN25dFz88Spt3hwnxLDDhdQdhh8vPqDD2oXsN9qpQe05QqSIEilw8x,jbwpanyquje6uqlokzuzskasytnhuffezbaxo5fheaxwxqtsbwqr1wraelhtijy3dcno8mxd1ouaq25gic88vsw3kzqaoggkgtgkk8ystgg2ravq9tsth05ttvlhloz8a,Compressocrat
DnNQujp3jIx9xwJb1XRVLY91wFVMt1Fx7GgPAzcjY56HX6qOOhXmAkpnVVPY9OtCatbDgqzZLCOTgqUFQLFUZZ0SpshJwTuKvcHTnF8sxTXzchDbmM0ygbeDwNRbQ2cWgCVc8,gqqtxms3mla9azme1auyob91ziypw1ia7jjsdcfmb56ka6trrkapdnsqyysb9rwfdwegjtccofrwjtxitoixcc0vsvkmzwxnyfkwqi8vawacfkgepp0bjehgzquet2fzjfyf8,Compressocrat
z5TjhVZxLZXpQJXY7LBCzRpwmYBFpx4RYwTHMAcFdDiiIInrXf9noZw0gWmNaermdMD62tkFOtNoBz2R7ouETXUKACX04e8SrH9bmTX25QaQd6DRUoZx,c5wmkycaocastmab7oefcuszpbeisa4ubzwkpdfiggllllquai9qrcz0jzpqdhupgpg62wnirwqrec2u7rxhwaxndfa04h8vuk9epwa25tdtg6guxrca,Compressocrat
